,chain,character_levdau,check_time,condition,flag_type,gold_candidate_transcription,gold_comparison_transcription,gold_dist,length_accept,reason,stimulus,stimulus_id,subject_id,target_length,upload_time,upstream_pointer,upstream_subject_id,user,user_candidate_transcription,user_comparison_transcription,user_dist,user_short,word_distances
4086,2,0.0,1352.0,cafe,,He could be better down the street,he could be better down the street,0.029411764815449715,1.0,,31.0,31,,7.0,0.0,21,16b63931e8524667988157473c2530c1,39a4ff5d3773406ca8daf50a2046ec2b,He could be better down the street,he could be better down the street,0.029411764815449715,39a4ff5d,0.0
1638,2,0.029411764815449715,933.0,cafe,,He could be better down the street,he could be better down the street,0.029411764815449715,1.0,,31.0,31,,7.0,0.0,22,39a4ff5d3773406ca8daf50a2046ec2b,94b7c4adb72f4fbabdc0122b7b23a1d3,he could be better down the street,he could be better down the street,0.0,94b7c4ad,0.0
0,2,,,,,,,,,,,32,,,,-1,,0,the two major forms of drama are tragedy and comedy,,,,
3845,2,0.29411765933036804,1420.0,cafe,,the two major forms of drama are tragedy and comedy,two major forms of tragedy ar drama and comedy,0.29411765933036804,1.0,,32.0,32,,10.0,0.0,0,0,8a3daaa686474a6181e66d70d1e882a1,two major forms of tragedy are drama and comedy ,two major forms of tragedy ar drama and comedy,0.0416666679084301,8a3daaa6,4.0
4183,2,0.02083333395421505,709.0,cafe,,two major forms of tragedy are drama and comedy ,to me to metro forms of tragedy or drama in camp,0.375,1.0,,32.0,32,,10.0,0.0,1,8a3daaa686474a6181e66d70d1e882a1,b80ced7f47da426fb1de48bab918fed0,two major forms of tragedy are drama and comedy,to me to metro forms of tragedy or drama in camp,0.3541666567325592,b80ced7f,1.0
2261,2,0.1489361673593521,803.0,cafe,,two major forms of tragedy are drama and comedy,two major forms of theater or drama in comedy,0.19148936867713928,1.0,,32.0,32,,9.0,0.0,2,b80ced7f47da426fb1de48bab918fed0,ee0b9ee9be25472cbd39853cf5df7e35,To major forms of theater are drama and comedy,two major forms of theater or drama in comedy,0.1304347813129425,ee0b9ee9,2.0
3960,2,0.021276595070958138,3186.0,cafe,,To major forms of theater are drama and comedy,two major forms of theater are drama and comedy,0.042553190141916275,1.0,,32.0,32,,9.0,0.0,3,ee0b9ee9be25472cbd39853cf5df7e35,ac897fd4c5684297a2dcbcf9d48b9ff7,Two major forms of theater are drama and comedy,two major forms of theater are drama and comedy,0.021276595070958138,ac897fd4,1.0
3716,2,0.0,849.0,cafe,,Two major forms of theater are drama and comedy,two major forms of theater are drama and comedy,0.021276595070958138,1.0,,32.0,32,,9.0,0.0,4,ac897fd4c5684297a2dcbcf9d48b9ff7,10119d18fad24db99db65f7893bcc56b,Two major forms of theater are drama and comedy,two major forms of theater are drama and comedy,0.021276595070958138,10119d18,0.0
3887,2,0.0,1098.0,cafe,,Two major forms of theater are drama and comedy,a two major forms of theater or draw in comedy ,0.21276596188545227,1.0,,32.0,32,,9.0,0.0,5,10119d18fad24db99db65f7893bcc56b,433477a1ba034d3eb5a1e912d460d543,Two major forms of theater are drama and comedy,a two major forms of theater or draw in comedy ,0.21276596188545227,433477a1,0.0
3670,2,0.12765957415103912,958.0,cafe,,Two major forms of theater are drama and comedy,to forms a theater or tramaacomedysinso,0.4680851101875305,1.0,,32.0,32,,9.0,0.0,6,433477a1ba034d3eb5a1e912d460d543,7504f72991e342d38fa2136df033a74b,Two forms of theater are drama and comedy,to forms a theater or tramaacomedysinso,0.39024388790130615,7504f729,1.0
716,2,0.024390242993831635,729.0,cafe,,Two forms of theater are drama and comedy,two forms of theatre are drama and comedy,0.04878048598766327,1.0,,32.0,32,,8.0,0.0,7,7504f72991e342d38fa2136df033a74b,ced34bb304034c3aa798ad0d3bb2497a,two forms of theater are drama and comedy,two forms of theatre are drama and comedy,0.024390242993831635,ced34bb3,0.0
2217,2,0.024390242993831635,1674.0,cafe,,two forms of theater are drama and comedy,two forms a theatre or drama and comedy,0.12195122241973877,1.0,,32.0,32,,8.0,0.0,8,ced34bb304034c3aa798ad0d3bb2497a,99dc0221229d46d5947b08a6a4f66976,Two forms of theater are drama and comedy,two forms a theatre or drama and comedy,0.1463414579629898,99dc0221,0.0
2424,2,0.0,838.0,cafe,,Two forms of theater are drama and comedy,to form a therterargramma and comedy,0.26829269528388977,1.0,,32.0,32,,8.0,0.0,9,99dc0221229d46d5947b08a6a4f66976,77dfa19d2b76456abdaa82ec3957d095,Two forms of theater are drama and comedy,to form a therterargramma and comedy,0.26829269528388977,77dfa19d,0.0
1126,2,0.0,2373.0,cafe,,Two forms of theater are drama and comedy,two tons of theater are drama and comedy,0.09756097197532654,1.0,,32.0,32,,8.0,0.0,11,77dfa19d2b76456abdaa82ec3957d095,94525772014f4a44a2dd99965ddc9a15,Two forms of theater are drama and comedy,two tons of theater are drama and comedy,0.09756097197532654,94525772,0.0
3259,2,0.0,675.0,cafe,,Two forms of theater are drama and comedy,two forms of theater or drama in comedy,0.12195122241973877,1.0,,32.0,32,,8.0,0.0,12,94525772014f4a44a2dd99965ddc9a15,bf6ef0ba9bc440bba287c1f9ca799159,Two forms of theater are drama and comedy,two forms of theater or drama in comedy,0.12195122241973877,bf6ef0ba,0.0
1935,2,0.024390242993831635,974.0,cafe,,Two forms of theater are drama and comedy,two forms of theatre are drama and comedy,0.04878048598766327,1.0,,32.0,32,,8.0,0.0,13,bf6ef0ba9bc440bba287c1f9ca799159,8d0f270b85d34ee69619e79a675de93a,two forms of theater are drama and comedy,two forms of theatre are drama and comedy,0.024390242993831635,8d0f270b,0.0
4047,2,0.024390242993831635,1896.0,cafe,,two forms of theater are drama and comedy,two forms of theater drama and comedy,0.09756097197532654,1.0,,32.0,32,,8.0,0.0,14,8d0f270b85d34ee69619e79a675de93a,afac52ee7ec748d585c62cf02edee844,Two forms of theater are drama and comedy,two forms of theater drama and comedy,0.12195122241973877,afac52ee,0.0
397,2,0.0,553.0,cafe,,Two forms of theater are drama and comedy,to harms of the ateraddramma and comedy,0.24390244483947754,1.0,,32.0,32,,8.0,0.0,15,afac52ee7ec748d585c62cf02edee844,fa64cac4a6344f648c1b87c5f3de502b,Two forms of theater are drama and comedy,to harms of the ateraddramma and comedy,0.24390244483947754,fa64cac4,0.0
2305,2,0.024390242993831635,3511.0,cafe,,Two forms of theater are drama and comedy,two forms of theater or drama and comedy ,0.09756097197532654,1.0,,32.0,32,,8.0,0.0,16,fa64cac4a6344f648c1b87c5f3de502b,8c46ed4b4e8b45bf8340c9c95ba98eb7,two forms of theater are drama and comedy,two forms of theater or drama and comedy ,0.0731707289814949,8c46ed4b,0.0
1542,2,0.46341463923454285,936.0,cafe,,two forms of theater are drama and comedy,performs at the eater vigor and lover,0.4878048896789551,0.0,,32.0,32,,8.0,0.0,17,8c46ed4b4e8b45bf8340c9c95ba98eb7,0efbe599f68b4e7ab5691154451ea834,performs at theater bigger and wider,performs at the eater vigor and lover,0.21621622145175934,0efbe599,6.0
0,2,,,,,,,,,,,33,,,,-1,,0,consumers look for the best buys in an open market,,,,
3224,2,0.0784313753247261,1624.0,cafe,,consumers look for the best buys in an open market,consumers look for the best bite and the open market,0.1538461595773697,1.0,,33.0,33,,10.0,0.0,0,0,b35e7218792f4c33bc8955d055fbbe7f,Consumers look for the best buys in the open market,consumers look for the best bite and the open market,0.11538461595773697,b35e7218,1.0
120,2,0.1764705926179886,2311.0,cafe,,Consumers look for the best buys in the open market,consumers look for the best price in an open market,0.1764705926179886,1.0,,33.0,33,,10.0,0.0,1,b35e7218792f4c33bc8955d055fbbe7f,114b28b597e24cefbcf6b4f704598a31,consumers look for the best price in an open market,consumers look for the best price in an open market,0.0,114b28b5,2.0
3308,2,0.03846153989434242,860.0,cafe,,consumers look for the best price in an open market,consumers look for the best price in an open market,0.0,1.0,,33.0,33,,10.0,0.0,2,114b28b597e24cefbcf6b4f704598a31,9dfd56d8e51a4abb832447dcc6410214,Consumers look for the best price in an open market ,consumers look for the best price in an open market,0.03846153989434242,9dfd56d8,1.0
4184,2,0.03846153989434242,785.0,cafe,,Consumers look for the best price in an open market ,consumers looked for the best prize in an open market,0.09433962404727936,1.0,,33.0,33,,11.0,0.0,3,9dfd56d8e51a4abb832447dcc6410214,b80ced7f47da426fb1de48bab918fed0,consumers look for the best price in an open market,consumers looked for the best prize in an open market,0.056603774428367615,b80ced7f,1.0
4130,2,0.37254902720451355,648.0,cafe,,consumers look for the best price in an open market,e people look for the best price on the market,0.3137255012989044,1.0,,33.0,33,,10.0,0.0,4,b80ced7f47da426fb1de48bab918fed0,755665f4c83441e0b2df9eb92691d32f,The people looked for the best price on the market,e people look for the best price on the market,0.07999999821186066,755665f4,6.0
4387,2,0.05999999865889549,851.0,cafe,,The people looked for the best price on the market,the people look for the best price on the market,0.05999999865889549,1.0,,33.0,33,,10.0,0.0,5,755665f4c83441e0b2df9eb92691d32f,370062f32e8042ad924010e2faf7f635,the people look for the best price on the market,the people look for the best price on the market,0.0,370062f3,1.0
3888,2,0.1041666641831398,962.0,cafe,,the people look for the best price on the market,the people went for the best price on the market,0.0833333358168602,1.0,,33.0,33,,10.0,0.0,6,370062f32e8042ad924010e2faf7f635,433477a1ba034d3eb5a1e912d460d543,The people went for the best price on the market,the people went for the best price on the market,0.02083333395421505,433477a1,1.0
3050,2,0.020408162847161293,1834.0,cafe,,The people went for the best price on the market,the people went for the best price on the market,0.02083333395421505,1.0,,33.0,33,,10.0,0.0,7,433477a1ba034d3eb5a1e912d460d543,31349dc3fe2a4616a8acbbae4fb05fe7,The people went for the best price on the market ,the people went for the best price on the market,0.040816325694322586,31349dc3,1.0
2063,2,0.040816325694322586,2945.0,cafe,,The people went for the best price on the market ,the people went for the best price on the market,0.040816325694322586,1.0,,33.0,33,,11.0,0.0,8,31349dc3fe2a4616a8acbbae4fb05fe7,4572ecac46c5450184c01903c5444e2e,the people went for the best price on the market,the people went for the best price on the market,0.0,4572ecac,1.0
2586,2,0.1666666716337204,933.0,cafe,,the people went for the best price on the market,people work for the best price on the market,0.1458333283662796,1.0,,33.0,33,,10.0,0.0,9,4572ecac46c5450184c01903c5444e2e,10a52789b46b4652ba11ed4d2ca0348b,People work for the best price on the market,people work for the best price on the market,0.022727273404598236,10a52789,2.0
906,2,0.09090909361839294,696.0,cafe,,People work for the best price on the market,people were for best price on the market,0.15909090638160706,1.0,,33.0,33,,9.0,0.0,10,10a52789b46b4652ba11ed4d2ca0348b,a563a6c1d4334cd9b8b616dbeefa333e,People work for best price on the market,people were for best price on the market,0.07500000298023224,a563a6c1,1.0
3260,2,0.0,831.0,cafe,,People work for best price on the market,people work for best price on the market,0.02500000037252903,1.0,,33.0,33,,8.0,0.0,11,a563a6c1d4334cd9b8b616dbeefa333e,bf6ef0ba9bc440bba287c1f9ca799159,People work for best price on the market,people work for best price on the market,0.02500000037252903,bf6ef0ba,0.0
398,2,0.13636364042758942,613.0,cafe,,People work for best price on the market,pepbelook for the best price of market,0.375,1.0,,33.0,33,,8.0,0.0,13,bf6ef0ba9bc440bba287c1f9ca799159,fa64cac4a6344f648c1b87c5f3de502b,People look for the best price on the market,pepbelook for the best price of market,0.20454545319080353,fa64cac4,2.0
1084,2,0.09090909361839294,986.0,cafe,,People look for the best price on the market,a people love for the best price our market ,0.25,1.0,,33.0,33,,9.0,0.0,15,fa64cac4a6344f648c1b87c5f3de502b,efde853a1efd4bd18142aa27a6e0a2ef,People look for the best price on market,a people love for the best price our market ,0.1818181872367859,efde853a,1.0
1335,2,0.1463414579629898,4225.0,cafe,,People look for the best price on market,o people go for the best price on marketing ,0.22727273404598236,1.0,,33.0,33,,8.0,0.0,16,efde853a1efd4bd18142aa27a6e0a2ef,3cd248703995492dbd3ad9aeb51ff7ed,People go for the best price on marketing,o people go for the best price on marketing ,0.09090909361839294,3cd24870,2.0
1447,2,0.0,1252.0,cafe,,People go for the best price on marketing,people go for the best price on marketing,0.024390242993831635,1.0,,33.0,33,,8.0,0.0,17,3cd248703995492dbd3ad9aeb51ff7ed,e572f6489e034bdbb79bcf5c22d8525f,People go for the best price on marketing,people go for the best price on marketing,0.024390242993831635,e572f648,0.0
3201,2,0.0,1566.0,cafe,,People go for the best price on marketing,people go for the first price on marketing,0.095238097012043,1.0,,33.0,33,,8.0,0.0,18,e572f6489e034bdbb79bcf5c22d8525f,940183f0fea34d69aa87d13cc402b7fb,People go for the best price on marketing,people go for the first price on marketing,0.095238097012043,940183f0,0.0
33,2,0.1666666716337204,852.0,cafe,,People go for the best price on marketing,we will go for the breast price on the market,0.31111112236976624,1.0,,33.0,33,,8.0,0.0,19,940183f0fea34d69aa87d13cc402b7fb,1d3dc3af526d4e5a86b558f3bb525d3e,People go for the best price on the market,we will go for the breast price on the market,0.15555556118488312,1d3dc3af,2.0
2863,2,0.0714285746216774,773.0,cafe,,People go for the best price on the market,people those the vast if on the market,0.3095238208770752,1.0,,33.0,33,,9.0,0.0,20,1d3dc3af526d4e5a86b558f3bb525d3e,ff5d44de765e4e13b219fe480a34e42a,people go to the best price on the market,people those the vast if on the market,0.26829269528388977,ff5d44de,1.0
808,2,0.024390242993831635,1397.0,cafe,,people go to the best price on the market,people go to the best price on the market,0.0,1.0,,33.0,33,,9.0,0.0,22,ff5d44de765e4e13b219fe480a34e42a,16b63931e8524667988157473c2530c1,People go to the best price on the market,people go to the best price on the market,0.024390242993831635,16b63931,0.0
2752,2,0.024390242993831635,982.0,cafe,,People go to the best price on the market,people toe to the best price in moretpronc,0.3095238208770752,1.0,,33.0,33,,9.0,0.0,23,16b63931e8524667988157473c2530c1,3d6a0156c9f04697805150d14ad2decb,People go to the best price in the market,people toe to the best price in moretpronc,0.2857142984867096,3d6a0156,1.0
4088,2,0.0,1001.0,cafe,,People go to the best price in the market,people go to the best priced in the mark,0.09756097197532654,1.0,,33.0,33,,9.0,0.0,24,3d6a0156c9f04697805150d14ad2decb,39a4ff5d3773406ca8daf50a2046ec2b,People go to the best price in the market,people go to the best priced in the mark,0.09756097197532654,39a4ff5d,0.0
764,2,0.02380952425301075,1507.0,cafe,,People go to the best price in the market,people go to the best price in the market,0.024390242993831635,1.0,,33.0,33,,9.0,0.0,25,39a4ff5d3773406ca8daf50a2046ec2b,887c6c2ef76c42058a0e5d9d85e5c0c7,People go to the best price in the market ,people go to the best price in the market,0.0476190485060215,887c6c2e,1.0
0,2,,,,,,,,,,,34,,,,-1,,0,all experiments must test only one factor at a time,,,,
3429,2,0.1764705926179886,671.0,cafe,,all experiments must test only one factor at a time,all experience must be tested one fact at a time,0.23529411852359772,1.0,,34.0,34,,10.0,0.0,0,0,2418dc1962564d86aebc8b38f1decd05,all experiments must be tested one fact at a time,all experience must be tested one fact at a time,0.06122449040412903,2418dc19,3.0
121,2,0.0,2229.0,cafe,,all experiments must be tested one fact at a time,all experiments must be tested one fact at a time,0.0,1.0,,34.0,34,,10.0,0.0,1,2418dc1962564d86aebc8b38f1decd05,114b28b597e24cefbcf6b4f704598a31,all experiments must be tested one fact at a time,all experiments must be tested one fact at a time,0.0,114b28b5,0.0
3718,2,0.020408162847161293,887.0,cafe,,all experiments must be tested one fact at a time,all experiments must be tested one fact at a time,0.0,1.0,,34.0,34,,10.0,0.0,2,114b28b597e24cefbcf6b4f704598a31,10119d18fad24db99db65f7893bcc56b,All experiments must be tested one fact at a time,all experiments must be tested one fact at a time,0.020408162847161293,10119d18,0.0
2957,2,0.19230769574642181,1371.0,cafe,,All experiments must be tested one fact at a time,all experiments must be conducted one step at a time ,0.22641509771347046,1.0,,34.0,34,,10.0,0.0,3,10119d18fad24db99db65f7893bcc56b,50e8266de4024318978e7fbf46d00253,All experiments must be conducted one step at a time,all experiments must be conducted one step at a time ,0.03773584961891174,50e8266d,2.0
568,2,0.0,904.0,cafe,,All experiments must be conducted one step at a time,and all expeirements as reindurctedat once that evytime,0.4545454680919647,1.0,,34.0,34,,10.0,0.0,4,50e8266de4024318978e7fbf46d00253,1f59361af7f54d1a84f9d67279700410,All experiments must be conducted one step at a time,and all expeirements as reindurctedat once that evytime,0.4545454680919647,1f59361a,0.0
2471,2,0.5192307829856873,598.0,cafe,,All experiments must be conducted one step at a time,all experiments or speaking death we want to start it,0.5660377144813538,1.0,,34.0,34,,10.0,0.0,6,1f59361af7f54d1a84f9d67279700410,9dc60d09c0bc48d98685f8862c06bbf4,All experiments are seeking deathly want to start it,all experiments or speaking death we want to start it,0.15094339847564697,9dc60d09,8.0
2306,2,0.4137931168079376,2324.0,cafe,,All experiments are seeking deathly want to start it,the experiments are starting at the once their started,0.42592594027519226,1.0,,34.0,34,,9.0,0.0,8,9dc60d09c0bc48d98685f8862c06bbf4,8c46ed4b4e8b45bf8340c9c95ba98eb7,the experiments are starting adeptly once they are started,the experiments are starting at the once their started,0.1551724076271057,8c46ed4b,7.0
3202,2,0.4137931168079376,1805.0,cafe,,the experiments are starting adeptly once they are started,experiences starting to berkly once that started,0.37931033968925476,1.0,,34.0,34,,9.0,0.0,9,8c46ed4b4e8b45bf8340c9c95ba98eb7,940183f0fea34d69aa87d13cc402b7fb,Experience is starting to Berkeley once that started,experiences starting to berkly once that started,0.11538461595773697,940183f0,7.0
330,2,0.31578946113586426,1766.0,cafe,,Experience is starting to Berkeley once that started,experiences staring to burt quickly what once started,0.4150943458080292,1.0,,34.0,34,,8.0,0.0,10,940183f0fea34d69aa87d13cc402b7fb,5d795e0ec6f646cea9d09ac1959a2823,Experience is starting to birth quickly what once started,experiences staring to burt quickly what once started,0.10526315867900848,5d795e0e,4.0
270,2,0.08771929889917374,806.0,cafe,,Experience is starting to birth quickly what once started,experience is starting to berthqitly what started,0.19298245012760162,1.0,,34.0,34,,9.0,0.0,11,5d795e0ec6f646cea9d09ac1959a2823,5822731a3e0d434480a3c02bdc88517c,experience is starting to birth quickly what is started,experience is starting to berthqitly what started,0.145454540848732,5822731a,1.0
3779,2,0.2545454502105713,855.0,cafe,,experience is starting to birth quickly what is started,experiences are to build quickly once started,0.34545454382896423,1.0,,34.0,34,,9.0,0.0,12,5822731a3e0d434480a3c02bdc88517c,b13c20535cd94f46a9cfc902cf591ccc,experience is started to build quickly once started,experiences are to build quickly once started,0.11764705926179886,b13c2053,4.0
809,2,0.3137255012989044,930.0,cafe,,experience is started to build quickly once started,experience start to build hough people want starting,0.42307692766189575,1.0,,34.0,34,,8.0,0.0,13,b13c20535cd94f46a9cfc902cf591ccc,16b63931e8524667988157473c2530c1,experiences start to build for people once starting,experience start to build hough people want starting,0.17307692766189575,16b63931,6.0
1056,2,0.27450981736183167,2900.0,cafe,,experiences start to build for people once starting,experience starts to build once starting,0.2549019753932953,0.0,,34.0,34,,8.0,0.0,14,16b63931e8524667988157473c2530c1,2f6a4921b3cd40298d0782542fd35e33,Experience starts to build once starting,experience starts to build once starting,0.02500000037252903,2f6a4921,4.0
0,2,,,,,,,,,,,35,,,,-1,,0,the oceans of the world provide us with many things,,,,
2264,2,0.019607843831181526,668.0,cafe,,the oceans of the world provide us with many things,the oceans of the world provides of many banks,0.19607843458652496,1.0,,35.0,35,,10.0,0.0,0,0,ee0b9ee9be25472cbd39853cf5df7e35,The oceans of the world provide us with many things,the oceans of the world provides of many banks,0.21568627655506134,ee0b9ee9,0.0
213,2,0.019607843831181526,1030.0,cafe,,The oceans of the world provide us with many things,the oceans of the will provide us with many things,0.0784313753247261,1.0,,35.0,35,,10.0,0.0,1,ee0b9ee9be25472cbd39853cf5df7e35,6686ae44f6ca4d148b028274f710d04f,the oceans of the world provide us with many things,the oceans of the will provide us with many things,0.05882352963089943,6686ae44,0.0
3052,2,0.03846153989434242,1836.0,cafe,,the oceans of the world provide us with many things,the oceans of the world provided with many things,0.05882352963089943,1.0,,35.0,35,,10.0,0.0,2,6686ae44f6ca4d148b028274f710d04f,31349dc3fe2a4616a8acbbae4fb05fe7,The oceans of the world provide us with many things ,the oceans of the world provided with many things,0.09615384787321091,31349dc3,1.0
2023,2,0.01923076994717121,802.0,cafe,,The oceans of the world provide us with many things ,the ocheas of the world cobridasmith many things,0.25,1.0,,35.0,35,,11.0,0.0,3,31349dc3fe2a4616a8acbbae4fb05fe7,dffcb242017c4c4f8f82ed941224b6c8,The oceans of the world provide us with many things,the ocheas of the world cobridasmith many things,0.23529411852359772,dffcb242,1.0
2394,2,0.019607843831181526,625.0,cafe,,The oceans of the world provide us with many things,the oceans of the world provide us with many things,0.019607843831181526,1.0,,35.0,35,,10.0,0.0,4,dffcb242017c4c4f8f82ed941224b6c8,6c80819ed90e4ec2b722949d207b071d,the oceans of the world provide us with many things,the oceans of the world provide us with many things,0.0,6c80819e,0.0
2588,2,0.019607843831181526,1034.0,cafe,,the oceans of the world provide us with many things,the oceans of the world provide us with many things,0.0,1.0,,35.0,35,,10.0,0.0,5,6c80819ed90e4ec2b722949d207b071d,10a52789b46b4652ba11ed4d2ca0348b,The oceans of the world provide us with many things,the oceans of the world provide us with many things,0.019607843831181526,10a52789,0.0
1129,2,0.0,2204.0,cafe,,The oceans of the world provide us with many things,the oceans of the world providers with many things,0.05882352963089943,1.0,,35.0,35,,10.0,0.0,6,10a52789b46b4652ba11ed4d2ca0348b,94525772014f4a44a2dd99965ddc9a15,The oceans of the world provide us with many things,the oceans of the world providers with many things,0.05882352963089943,94525772,0.0
638,2,0.0,4340.0,cafe,,The oceans of the world provide us with many things,the oceans of the world provides with many things,0.05882352963089943,1.0,,35.0,35,,10.0,0.0,9,94525772014f4a44a2dd99965ddc9a15,df565f190d5c43a59eb975f1676d0788,The oceans of the world provide us with many things,the oceans of the world provides with many things,0.05882352963089943,df565f19,0.0
3780,2,0.19607843458652496,949.0,cafe,,The oceans of the world provide us with many things,the oceans or the world are alive with many things,0.21568627655506134,1.0,,35.0,35,,10.0,0.0,10,df565f190d5c43a59eb975f1676d0788,b13c20535cd94f46a9cfc902cf591ccc,the oceans of the world are alive with many things,the oceans or the world are alive with many things,0.019999999552965164,b13c2053,2.0
1364,2,0.0,846.0,cafe,,the oceans of the world are alive with many things,the oceans of the world are alive with many things,0.0,1.0,,35.0,35,,10.0,0.0,12,b13c20535cd94f46a9cfc902cf591ccc,abb61fc532074d529b84de3d4fa25a98,the oceans of the world are alive with many things,the oceans of the world are alive with many things,0.0,abb61fc5,0.0
1888,2,0.0,728.0,cafe,,the oceans of the world are alive with many things,the ucence of the rater aelivenmanythingas,0.4000000059604645,1.0,,35.0,35,,10.0,0.0,13,abb61fc532074d529b84de3d4fa25a98,6446403afd694083acbeae4f1f818ebe,the oceans of the world are alive with many things,the ucence of the rater aelivenmanythingas,0.4000000059604645,6446403a,0.0
2865,2,0.0,893.0,cafe,,the oceans of the world are alive with many things,open of the world our life is at,0.47999998927116394,0.0,,35.0,35,,10.0,0.0,14,6446403afd694083acbeae4f1f818ebe,ff5d44de765e4e13b219fe480a34e42a,the oceans of the world are alive with many things,open of the world our life is at,0.47999998927116394,ff5d44de,0.0
0,2,,,,,,,,,,,36,,,,-1,,0,a contract is an agreement which is enforced by law,,,,
123,2,0.0784313753247261,2194.0,cafe,,a contract is an agreement which is enforced by law,a contract is an agreement which is enforced by law,0.0,1.0,,36.0,36,,10.0,0.0,0,0,114b28b597e24cefbcf6b4f704598a31,a contract is an agreement that is enforced by law,a contract is an agreement which is enforced by law,0.0784313753247261,114b28b5,1.0
214,2,0.15094339847564697,920.0,cafe,,a contract is an agreement that is enforced by law,the contract is an agreement which is enforced by lo,0.17307692766189575,1.0,,36.0,36,,10.0,0.0,1,114b28b597e24cefbcf6b4f704598a31,6686ae44f6ca4d148b028274f710d04f,the contract is in agreement which is enforced by law,the contract is an agreement which is enforced by lo,0.056603774428367615,6686ae44,3.0
3891,2,0.03773584961891174,829.0,cafe,,the contract is in agreement which is enforced by law,the contract is an angry man which is enforced by law,0.11320754885673523,1.0,,36.0,36,,10.0,0.0,2,6686ae44f6ca4d148b028274f710d04f,433477a1ba034d3eb5a1e912d460d543,The contract is an agreement which is enforced by law,the contract is an angry man which is enforced by law,0.11320754885673523,433477a1,1.0
3489,2,0.0,956.0,cafe,,The contract is an agreement which is enforced by law,the contract is an agreement which is enforced by law,0.01886792480945587,1.0,,36.0,36,,10.0,0.0,3,433477a1ba034d3eb5a1e912d460d543,8cf8d5b5144d4207bf6071061f10c869,The contract is an agreement which is enforced by law,the contract is an agreement which is enforced by law,0.01886792480945587,8cf8d5b5,0.0
168,2,0.0,1272.0,cafe,,The contract is an agreement which is enforced by law,the contract is an agreement which is enforced by law,0.01886792480945587,1.0,,36.0,36,,10.0,0.0,4,8cf8d5b5144d4207bf6071061f10c869,15543dc3dc254192b79882eb6f1842ae,The contract is an agreement which is enforced by law,the contract is an agreement which is enforced by law,0.01886792480945587,15543dc3,0.0
570,2,0.056603774428367615,795.0,cafe,,The contract is an agreement which is enforced by law,apotriisantincledet which is a forced by long,0.43396225571632385,1.0,,36.0,36,,10.0,0.0,5,15543dc3dc254192b79882eb6f1842ae,1f59361af7f54d1a84f9d67279700410,A contract is an agreement which is enforced by law,apotriisantincledet which is a forced by long,0.4117647111415863,1f59361a,1.0
2427,2,0.1764705926179886,634.0,cafe,,A contract is an agreement which is enforced by law,a contract is an agreement you can enforce by law,0.19607843458652496,1.0,,36.0,36,,10.0,0.0,6,1f59361af7f54d1a84f9d67279700410,77dfa19d2b76456abdaa82ec3957d095,A contract is an agreement you can enforce by law,a contract is an agreement you can enforce by law,0.020408162847161293,77dfa19d,3.0
1130,2,0.14814814925193787,2836.0,cafe,,A contract is an agreement you can enforce by law,the contract is an agreement that can be enforced by law,0.1964285671710968,1.0,,36.0,36,,10.0,0.0,7,77dfa19d2b76456abdaa82ec3957d095,94525772014f4a44a2dd99965ddc9a15,A contract is an agreement that can be enforced by law,the contract is an agreement that can be enforced by law,0.0535714291036129,94525772,3.0
639,2,0.0,2329.0,cafe,,A contract is an agreement that can be enforced by law,contract is an agreement that can be enforced by law,0.03703703731298447,1.0,,36.0,36,,11.0,0.0,8,94525772014f4a44a2dd99965ddc9a15,df565f190d5c43a59eb975f1676d0788,A contract is an agreement that can be enforced by law,contract is an agreement that can be enforced by law,0.03703703731298447,df565f19,0.0
2177,2,0.0,989.0,cafe,,A contract is an agreement that can be enforced by law,contract is an agreement it can be enforced by law,0.09259258955717087,1.0,,36.0,36,,11.0,0.0,9,df565f190d5c43a59eb975f1676d0788,8d7e95f4a48341c69abe3ec24a395958,A contract is an agreement that can be enforced by law,contract is an agreement it can be enforced by law,0.09259258955717087,8d7e95f4,0.0
1796,2,0.018518518656492233,898.0,cafe,,A contract is an agreement that can be enforced by law,he contract is the agreement that can be enforced by law,0.0892857164144516,1.0,,36.0,36,,11.0,0.0,10,8d7e95f4a48341c69abe3ec24a395958,515b7e4a19034ddb848a8f609835fb48,a contract is an agreement that can be enforced by law,he contract is the agreement that can be enforced by law,0.0892857164144516,515b7e4a,0.0
1617,2,0.0,998.0,cafe,,a contract is an agreement that can be enforced by law,i contract in his agreement that can be enforced by long,0.1428571492433548,1.0,,36.0,36,,11.0,0.0,11,515b7e4a19034ddb848a8f609835fb48,de98c7e351e64006a93697b88a94714a,a contract is an agreement that can be enforced by law,i contract in his agreement that can be enforced by long,0.1428571492433548,de98c7e3,0.0
1087,2,0.018518518656492233,754.0,cafe,,a contract is an agreement that can be enforced by law,e e conjrc is an agreement that can be a forced by long,0.20000000298023224,1.0,,36.0,36,,11.0,0.0,12,de98c7e351e64006a93697b88a94714a,efde853a1efd4bd18142aa27a6e0a2ef,A contract is an agreement that can be enforced by law,e e conjrc is an agreement that can be a forced by long,0.20000000298023224,efde853a,0.0
