,chain,character_levdau,check_time,condition,flag_type,gold_candidate_transcription,gold_comparison_transcription,gold_dist,reason,stimulus,stimulus_id,subject_id,target_length,upload_time,upstream_pointer,upstream_subject_id,user,user_candidate_transcription,user_comparison_transcription,user_dist,user_short,word_distances
0,0,,,,,,,,,,33,,,,-1,,0,consumers look for the best buys in an open market,,,,
894,0,0.05999999865889549,649.0,cafe,,consumers look for the best buys in an open market,consumers looked for the best is an open market,0.1599999964237213,,33.0,33,,10.0,0.0,0,0,3418530188874362906071bff7b82f88,consumers look for the best buys in open market,consumers looked for the best is an open market,0.12765957415103912,34185301,1.0
1548,0,0.1489361673593521,606.0,cafe,,consumers look for the best buys in open market,consumers look for the best box on the market,0.1489361673593521,,33.0,33,,9.0,0.0,1,3418530188874362906071bff7b82f88,8cf6535ea0ae4addb28f5f90a2b13a7d,consumers look for the best box on the market,consumers look for the best box on the market,0.0,8cf6535e,3.0
1039,0,0.02222222276031971,850.0,cafe,,consumers look for the best box on the market,cansumers looked for the best or on the market,0.10869564861059189,,33.0,33,,9.0,0.0,3,8cf6535ea0ae4addb28f5f90a2b13a7d,fdd924e7c558447f991ee8ee1d22fd94,Consumers look for the best box on the market,cansumers looked for the best or on the market,0.1304347813129425,fdd924e7,0.0
1463,0,0.08888889104127884,657.0,cafe,,Consumers look for the best box on the market,consumers look for the best on the market,0.1111111119389534,,33.0,33,,9.0,0.0,4,fdd924e7c558447f991ee8ee1d22fd94,8146a8977d6a42b7a4a3a8352e2090ff,Consumers look for the best on the market,consumers look for the best on the market,0.024390242993831635,8146a897,1.0
1398,0,0.024390242993831635,1753.0,cafe,,Consumers look for the best on the market,consumers look for the best on the market,0.024390242993831635,,33.0,33,,8.0,0.0,5,8146a8977d6a42b7a4a3a8352e2090ff,23d740209a764a26a790843fa9a9c3bd,consumers look for the best on the market,consumers look for the best on the market,0.0,23d74020,0.0
1280,0,0.2195121943950653,1662.0,cafe,,consumers look for the best on the market,consumers look to invest in the market,0.19512194395065308,,33.0,33,,8.0,0.0,6,23d740209a764a26a790843fa9a9c3bd,e74e0e51e0974e7fab88f572622ce958,Consumers look to invest in the market,consumers look to invest in the market,0.02631578966975212,e74e0e51,4.0
1832,0,0.02631578966975212,564.0,cafe,,Consumers look to invest in the market,consumers looked to invest in the market,0.07500000298023224,,33.0,33,,7.0,0.0,8,e74e0e51e0974e7fab88f572622ce958,9c5b93032ff54ea7aa4f2b30a87eb5f6,consumers look to invest in the market,consumers looked to invest in the market,0.05000000074505806,9c5b9303,0.0
1179,0,0.0,609.0,cafe,,consumers look to invest in the market,consumers look to invest in the market,0.0,,33.0,33,,7.0,0.0,9,9c5b93032ff54ea7aa4f2b30a87eb5f6,954f8363ece042e4948509057e5b93c9,consumers look to invest in the market,consumers look to invest in the market,0.0,954f8363,0.0
1154,0,0.24444444477558136,1026.0,cafe,stimulus,consumers look to invest in the market,the scammers look to invest in the market,0.17073170840740204,Contains speech errors,33.0,33,cfd2091586984815987b9eae31ce432e,7.0,0.0,10,954f8363ece042e4948509057e5b93c9,cfd2091586984815987b9eae31ce432e,The stammerers looked to invest in the market,the scammers look to invest in the market,0.13333334028720856,cfd20915,3.0
328,0,0.13333334028720856,587.0,cafe,,The stammerers looked to invest in the market,the game is let to an best in the market,0.31111112236976624,,33.0,33,,8.0,0.0,11,cfd2091586984815987b9eae31ce432e,5f79d04e2f934f27ac5a37fefa1b8f11,the gamers looked to invest in the market,the game is let to an best in the market,0.2195121943950653,5f79d04e,1.0
448,0,0.04878048598766327,872.0,cafe,,the gamers looked to invest in the market,the gamers looked to arrest in the market,0.0731707289814949,,33.0,33,,8.0,0.0,12,5f79d04e2f934f27ac5a37fefa1b8f11,5bcd571bb9b645bc92fe6a4a7d5cfb35,the gamers look to invest in the market,the gamers looked to arrest in the market,0.12195122241973877,5bcd571b,1.0
748,0,0.04878048598766327,1078.0,cafe,,the gamers look to invest in the market,the gamers looked to invest in the market,0.04878048598766327,,33.0,33,,8.0,0.0,13,5bcd571bb9b645bc92fe6a4a7d5cfb35,d14ebf1fffae49d8b76323eb6c393120,the gamers looked to invest in the market,the gamers looked to invest in the market,0.0,d14ebf1f,1.0
1446,0,0.39024388790130615,1760.0,cafe,,the gamers looked to invest in the market,the deer smote to reverse the offer,0.4878048896789551,,33.0,33,,8.0,0.0,14,d14ebf1fffae49d8b76323eb6c393120,805b2dbf2fdc4b7da527a1990caa2cec,The gamer smoked to reverse the offer,the deer smote to reverse the offer,0.1621621549129486,805b2dbf,5.0
622,0,0.0810810774564743,1464.0,cafe,,The gamer smoked to reverse the offer,he came her spoke party first the offer,0.41025641560554504,,33.0,33,,7.0,0.0,15,805b2dbf2fdc4b7da527a1990caa2cec,e4d333ad2de54f93b023b7de0a005bb6,the gamer spoke to reverse the offer,he came her spoke party first the offer,0.3589743673801422,e4d333ad,1.0
187,0,0.43589743971824646,900.0,cafe,,the gamer spoke to reverse the offer,the game her spoke first and then the next,0.4761904776096344,,33.0,33,,7.0,0.0,16,e4d333ad2de54f93b023b7de0a005bb6,79898d5889764da58052ff63b6d18806,the gamer spoke first and then the next,the game her spoke first and then the next,0.0714285746216774,79898d58,4.0
1893,0,0.23076923191547394,663.0,cafe,,the gamer spoke first and then the next,the gamer cort first and then left,0.25641027092933655,,33.0,33,,8.0,0.0,17,79898d5889764da58052ff63b6d18806,a54957064ae24c43bf131c3ae4f21ed5,the gamer scored first and then left,the gamer cort first and then left,0.0833333358168602,a5495706,3.0
1590,0,0.3888888955116272,545.0,cafe,,the gamer scored first and then left,gamers score first and then there,0.2777777910232544,,33.0,33,,7.0,0.0,18,a54957064ae24c43bf131c3ae4f21ed5,35858264868b49228a1b1ad4c9704a32,Gamers score first and then they are,gamers score first and then there,0.1111111119389534,35858264,5.0
1219,0,0.4166666567325592,979.0,cafe,,Gamers score first and then they are,the nurse swore her and then there,0.4166666567325592,,33.0,33,,7.0,0.0,19,35858264868b49228a1b1ad4c9704a32,e1f5fb8bc21048cb8a50771b80eda39a,The nurse swore her and then there,the nurse swore her and then there,0.029411764815449715,e1f5fb8b,6.0
1266,0,0.29411765933036804,,cafe,,The nurse swore her and then there,the nurse worker came in there,0.3235294222831726,,33.0,33,,7.0,,20,e1f5fb8bc21048cb8a50771b80eda39a,c4dd3ef88be647518f2c64ca88bfc62b,The nurse worker came in there,the nurse worker came in there,0.03333333507180214,c4dd3ef8,4.0
413,0,0.23333333432674408,678.0,cafe,,The nurse worker came in there,the nurse worker came in,0.23333333432674408,,33.0,33,,6.0,0.0,22,c4dd3ef88be647518f2c64ca88bfc62b,821252d8660547b98b13f0103b19af8a,the nurse worker came in,the nurse worker came in,0.0,821252d8,1.0
234,0,0.0416666679084301,800.0,cafe,,the nurse worker came in,the nurse worker came in ,0.03999999910593033,,33.0,33,,5.0,0.0,23,821252d8660547b98b13f0103b19af8a,aec6a83b7a6f4297a2a5d2c6ac47be85,The nurse worker came in,the nurse worker came in ,0.07999999821186066,aec6a83b,0.0
1320,0,0.0,2525.0,cafe,,The nurse worker came in,the nurse worker came in,0.0416666679084301,,33.0,33,,5.0,0.0,24,aec6a83b7a6f4297a2a5d2c6ac47be85,d1c72cfdf11448a3ad5761f7c0561742,The nurse worker came in,the nurse worker came in,0.0416666679084301,d1c72cfd,0.0
1365,0,0.0,855.0,cafe,,The nurse worker came in,the nurse worker came in,0.0416666679084301,,33.0,33,,5.0,0.0,25,d1c72cfdf11448a3ad5761f7c0561742,d2309e9d6bcc43cf9559553f83e0d299,The nurse worker came in,the nurse worker came in,0.0416666679084301,d2309e9d,0.0
1502,0,0.07999999821186066,539.0,cafe,,The nurse worker came in,the nurse worker came in,0.0416666679084301,,33.0,33,,5.0,0.0,26,d2309e9d6bcc43cf9559553f83e0d299,1d1900d9e2494fa899d00cf82c8a9203,the nurse worker came in ,the nurse worker came in,0.03999999910593033,1d1900d9,1.0
1076,0,0.4399999976158142,630.0,cafe,,the nurse worker came in ,the white men came in,0.4000000059604645,,33.0,33,,6.0,0.0,27,1d1900d9e2494fa899d00cf82c8a9203,69dd4ca23d664987873b5c73e7eafb56,The white men came in,the white men came in,0.0476190485060215,69dd4ca2,3.0
1702,0,0.09090909361839294,3002.0,cafe,,The white men came in,the white man came in,0.095238097012043,,33.0,33,,5.0,0.0,28,69dd4ca23d664987873b5c73e7eafb56,49faa5f32cca4f248a9024990304d41b,the white men came in ,the white man came in,0.09090909361839294,49faa5f3,1.0
1641,0,0.22727273404598236,1014.0,cafe,,the white men came in ,a the what man came in,0.27272728085517883,,33.0,33,,6.0,0.0,29,49faa5f32cca4f248a9024990304d41b,94b7b6b62b3d4e01a305f4505f8c4f9e,the wet man came in,a the what man came in,0.1818181872367859,94b7b6b6,3.0
114,0,0.15789473056793213,488.0,cafe,,the wet man came in,the what man came,0.2631579041481018,,33.0,33,,5.0,0.0,32,94b7b6b62b3d4e01a305f4505f8c4f9e,7a6228b56e654884ad9f7f619443a89e,the wet man came,the what man came,0.11764705926179886,7a6228b5,1.0
1943,0,0.0625,624.0,cafe,,the wet man came,the wet man came,0.0,,33.0,33,,4.0,0.0,33,7a6228b56e654884ad9f7f619443a89e,6af9802ccc1441b5858ac8427da120de,The wet man came,the wet man came,0.0625,6af9802c,0.0
0,0,,,,,,,,,,34,,,,-1,,0,all experiments must test only one factor at a time,,,,
145,0,0.09803921729326248,1295.0,cafe,,all experiments must test only one factor at a time,all experiments must test one factor in a tom,0.1764705926179886,,34.0,34,,10.0,0.0,0,0,74afcbdee77241778bec3c75c48db3c4,all experiments must test one factor at a time,all experiments must test one factor in a tom,0.08695652335882187,74afcbde,1.0
1549,0,0.0,713.0,cafe,,all experiments must test one factor at a time,all experiments must test one factor at a time,0.0,,34.0,34,,9.0,0.0,2,74afcbdee77241778bec3c75c48db3c4,8cf6535ea0ae4addb28f5f90a2b13a7d,all experiments must test one factor at a time,all experiments must test one factor at a time,0.0,8cf6535e,0.0
449,0,0.10869564861059189,977.0,cafe,,all experiments must test one factor at a time,all experiments must have one factor at a time,0.08695652335882187,,34.0,34,,9.0,0.0,3,8cf6535ea0ae4addb28f5f90a2b13a7d,5bcd571bb9b645bc92fe6a4a7d5cfb35,All experiments must have one factor at a time,all experiments must have one factor at a time,0.021739130839705467,5bcd571b,1.0
277,0,0.021739130839705467,778.0,cafe,,All experiments must have one factor at a time,all experiment must have one factor at a time,0.043478261679410934,,34.0,34,,9.0,0.0,6,5bcd571bb9b645bc92fe6a4a7d5cfb35,67497f6ffb7e47d795ea7b655ccdd0ca,all experiments must have one factor at a time,all experiment must have one factor at a time,0.021739130839705467,67497f6f,0.0
623,0,0.0,1341.0,cafe,,all experiments must have one factor at a time,all experiments must have one factor at a time,0.0,,34.0,34,,9.0,0.0,7,67497f6ffb7e47d795ea7b655ccdd0ca,e4d333ad2de54f93b023b7de0a005bb6,all experiments must have one factor at a time,all experiments must have one factor at a time,0.0,e4d333ad,0.0
1447,0,0.021739130839705467,946.0,cafe,,all experiments must have one factor at a time,all experiments must have one factor at a time,0.0,,34.0,34,,9.0,0.0,8,e4d333ad2de54f93b023b7de0a005bb6,805b2dbf2fdc4b7da527a1990caa2cec,All experiments must have one factor at a time,all experiments must have one factor at a time,0.021739130839705467,805b2dbf,0.0
188,0,0.19565217196941376,742.0,cafe,,All experiments must have one factor at a time,all expaments mus have one factor in common,0.28260868787765503,,34.0,34,,9.0,0.0,9,805b2dbf2fdc4b7da527a1990caa2cec,79898d5889764da58052ff63b6d18806,all experiments must have one factor in common,all expaments mus have one factor in common,0.08695652335882187,79898d58,3.0
1591,0,0.1304347813129425,819.0,cafe,,all experiments must have one factor in common,all experiments have one factor in patent,0.239130437374115,,34.0,34,,8.0,0.0,10,79898d5889764da58052ff63b6d18806,35858264868b49228a1b1ad4c9704a32,All experiments have one factor in common,all experiments have one factor in patent,0.17073170840740204,35858264,1.0
1220,0,0.0,599.0,cafe,,All experiments have one factor in common,all experiments have one factor in common,0.024390242993831635,,34.0,34,,7.0,0.0,11,35858264868b49228a1b1ad4c9704a32,e1f5fb8bc21048cb8a50771b80eda39a,All experiments have one factor in common,all experiments have one factor in common,0.024390242993831635,e1f5fb8b,0.0
1782,0,0.024390242993831635,671.0,cafe,,All experiments have one factor in common,all experiments have one factor in common,0.024390242993831635,,34.0,34,,7.0,0.0,12,e1f5fb8bc21048cb8a50771b80eda39a,f10793460a41442eaf56f7ded13b9924,all experiments have one factor in common,all experiments have one factor in common,0.0,f1079346,0.0
1676,0,0.0,858.0,cafe,,all experiments have one factor in common,all experiments have one factor in common,0.0,,34.0,34,,7.0,0.0,13,f10793460a41442eaf56f7ded13b9924,a575811edc0841b082724370f678d574,all experiments have one factor in common,all experiments have one factor in common,0.0,a575811e,0.0
1267,0,0.0731707289814949,705.0,cafe,,all experiments have one factor in common,all experiments had one factor in common,0.04878048598766327,,34.0,34,,7.0,0.0,14,a575811edc0841b082724370f678d574,c4dd3ef88be647518f2c64ca88bfc62b,All experiments had one factor in common,all experiments had one factor in common,0.02500000037252903,c4dd3ef8,1.0
414,0,0.22499999403953552,741.0,cafe,,All experiments had one factor in common,all experience have one factor involved,0.30000001192092896,,34.0,34,,7.0,0.0,15,c4dd3ef88be647518f2c64ca88bfc62b,821252d8660547b98b13f0103b19af8a,all experiments have one factor involved,all experience have one factor involved,0.07500000298023224,821252d8,3.0
80,0,0.1627907007932663,593.0,cafe,,all experiments have one factor involved,what the experience of the factor in all,0.5249999761581421,,34.0,34,,6.0,0.0,16,821252d8660547b98b13f0103b19af8a,5ebf3e02c54749c695dff1956c5edf33,all the experience have one factor involved,what the experience of the factor in all,0.3488371968269348,5ebf3e02,2.0
991,0,0.39534884691238403,1188.0,cafe,,all the experience have one factor involved,are the experience has affegevemit,0.4883720874786377,,34.0,34,,7.0,0.0,18,5ebf3e02c54749c695dff1956c5edf33,a79de0dbbe7542d0ab5a7d1e95513ca9,All the experience has affected me,are the experience has affegevemit,0.2647058963775635,a79de0db,4.0
1741,0,0.029411764815449715,4709.0,cafe,,All the experience has affected me,on the experience has affected me,0.0882352963089943,,34.0,34,,6.0,0.0,19,a79de0dbbe7542d0ab5a7d1e95513ca9,235d5bd19f0340edb67a0a55d34a3936,all the experience has affected me,on the experience has affected me,0.0882352963089943,235d5bd1,0.0
115,0,0.2647058963775635,543.0,cafe,,all the experience has affected me,of the experience is affected him,0.23529411852359772,,34.0,34,,6.0,0.0,21,235d5bd19f0340edb67a0a55d34a3936,7a6228b56e654884ad9f7f619443a89e,how the experiences affected him,of the experience is affected him,0.12121212482452393,7a6228b5,4.0
1944,0,0.20588235557079315,664.0,cafe,,how the experiences affected him,how did the experiences affect him,0.1764705926179886,,34.0,34,,5.0,0.0,22,7a6228b56e654884ad9f7f619443a89e,6af9802ccc1441b5858ac8427da120de,How did the experiences affect him,how did the experiences affect him,0.029411764815449715,6af9802c,2.0
0,0,,,,,,,,,,35,,,,-1,,0,the oceans of the world provide us with many things,,,,
896,0,0.0,655.0,cafe,,the oceans of the world provide us with many things,the oceans of the world provides with many things,0.03921568766236305,,35.0,35,,10.0,0.0,0,0,3418530188874362906071bff7b82f88,the oceans of the world provide us with many things,the oceans of the world provides with many things,0.03921568766236305,34185301,0.0
146,0,0.0,1490.0,cafe,,the oceans of the world provide us with many things,the oceans of the world provides with many things,0.03921568766236305,,35.0,35,,10.0,0.0,1,3418530188874362906071bff7b82f88,74afcbdee77241778bec3c75c48db3c4,the oceans of the world provide us with many things,the oceans of the world provides with many things,0.03921568766236305,74afcbde,0.0
823,0,0.0,961.0,cafe,,the oceans of the world provide us with many things,the oceans of the worl provide us with many things,0.019607843831181526,,35.0,35,,10.0,0.0,3,74afcbdee77241778bec3c75c48db3c4,c73f2701212344a89eab5bc39042c2e6,the oceans of the world provide us with many things,the oceans of the worl provide us with many things,0.019607843831181526,c73f2701,0.0
1550,0,0.0,626.0,cafe,,the oceans of the world provide us with many things,the oceans of the world provide us with many things,0.0,,35.0,35,,10.0,0.0,4,c73f2701212344a89eab5bc39042c2e6,8cf6535ea0ae4addb28f5f90a2b13a7d,the oceans of the world provide us with many things,the oceans of the world provide us with many things,0.0,8cf6535e,0.0
1988,0,0.019607843831181526,4259.0,cafe,,the oceans of the world provide us with many things,the oceans of the world provides with many thanks,0.0784313753247261,,35.0,35,,10.0,0.0,5,8cf6535ea0ae4addb28f5f90a2b13a7d,edb850d5f65e40b7aca9cf14da4fd06b,The oceans of the world provide us with many things,the oceans of the world provides with many thanks,0.09803921729326248,edb850d5,0.0
699,0,0.0,2363.0,cafe,,The oceans of the world provide us with many things,the oceans of the world provide us with many things,0.019607843831181526,,35.0,35,,10.0,0.0,6,edb850d5f65e40b7aca9cf14da4fd06b,d749776b15434355a335c909ea4d13c3,The oceans of the world provide us with many things,the oceans of the world provide us with many things,0.019607843831181526,d749776b,0.0
1180,0,0.019607843831181526,858.0,cafe,,The oceans of the world provide us with many things,the oceans of the world provided with many things,0.0784313753247261,,35.0,35,,10.0,0.0,7,d749776b15434355a335c909ea4d13c3,954f8363ece042e4948509057e5b93c9,the oceans of the world provide us with many things,the oceans of the world provided with many things,0.05882352963089943,954f8363,0.0
1114,0,0.0,859.0,cafe,,the oceans of the world provide us with many things,the oceans of the world provides with many things,0.03921568766236305,,35.0,35,,10.0,0.0,8,954f8363ece042e4948509057e5b93c9,3e1624aa7b3841548f1aae1449ee578f,the oceans of the world provide us with many things,the oceans of the world provides with many things,0.03921568766236305,3e1624aa,0.0
450,0,0.0784313753247261,855.0,cafe,,the oceans of the world provide us with many things,portions as a world provides with many things,0.29411765933036804,,35.0,35,,10.0,0.0,9,3e1624aa7b3841548f1aae1449ee578f,5bcd571bb9b645bc92fe6a4a7d5cfb35,oceans of the world provide us with many things,portions as a world provides with many things,0.25531914830207825,5bcd571b,1.0
750,0,0.0,1629.0,cafe,,oceans of the world provide us with many things,t oceans of the world provides with many things,0.08510638028383255,,35.0,35,,9.0,0.0,10,5bcd571bb9b645bc92fe6a4a7d5cfb35,d14ebf1fffae49d8b76323eb6c393120,oceans of the world provide us with many things,t oceans of the world provides with many things,0.08510638028383255,d14ebf1f,0.0
278,0,0.22448979318141937,599.0,cafe,,oceans of the world provide us with many things,potions of the world provide us with juniqe waters,0.2800000011920929,,35.0,35,,9.0,0.0,11,d14ebf1fffae49d8b76323eb6c393120,67497f6ffb7e47d795ea7b655ccdd0ca,oceans of the world provide us with unique waters,potions of the world provide us with juniqe waters,0.11999999731779099,67497f6f,2.0
624,0,0.3529411852359772,1423.0,cafe,,oceans of the world provide us with unique waters,oceans of the world i remind us of really deep waters,0.35849055647850037,,35.0,35,,9.0,0.0,12,67497f6ffb7e47d795ea7b655ccdd0ca,e4d333ad2de54f93b023b7de0a005bb6,oceans of the world remind us of really deep waters,oceans of the world i remind us of really deep waters,0.03773584961891174,e4d333ad,4.0
1448,0,0.37254902720451355,1021.0,cafe,,oceans of the world remind us of really deep waters,oceans of the world are finding it in radious waters,0.36538460850715637,,35.0,35,,10.0,0.0,13,e4d333ad2de54f93b023b7de0a005bb6,805b2dbf2fdc4b7da527a1990caa2cec,Oceans of the world are finding it in radius waters,oceans of the world are finding it in radious waters,0.03846153989434242,805b2dbf,5.0
189,0,0.3636363744735718,778.0,cafe,,Oceans of the world are finding it in radius waters,otions of the world are blowing with wonderful flowers,0.40740740299224854,,35.0,35,,10.0,0.0,14,805b2dbf2fdc4b7da527a1990caa2cec,79898d5889764da58052ff63b6d18806,oceans of the world are blooming with wonderful flowers,otions of the world are blowing with wonderful flowers,0.09090909361839294,79898d58,5.0
1783,0,0.23636363446712494,590.0,cafe,,oceans of the world are blooming with wonderful flowers,portions of the world are filled with wonderful flowers,0.23636363446712494,,35.0,35,,9.0,0.0,15,79898d5889764da58052ff63b6d18806,f10793460a41442eaf56f7ded13b9924,Portions of the world are filled with wonderful flowers,portions of the world are filled with wonderful flowers,0.0181818176060915,f1079346,2.0
765,0,0.125,637.0,cafe,,Portions of the world are filled with wonderful flowers,courses in the world are filled with wonderful flowers,0.145454540848732,,35.0,35,,9.0,0.0,17,f10793460a41442eaf56f7ded13b9924,55a4eb8c5a6448eda8211f5c152d3eb2,Portions of the world are filled with beautiful flowers ,courses in the world are filled with wonderful flowers,0.2678571343421936,55a4eb8c,2.0
1268,0,0.32758620381355286,1307.0,cafe,,Portions of the world are filled with beautiful flowers ,questions in the world are riddled with meaningful numbers,0.32758620381355286,,35.0,35,,10.0,0.0,18,55a4eb8c5a6448eda8211f5c152d3eb2,c4dd3ef88be647518f2c64ca88bfc62b,Questions in the world are riddled with meaningful numbers,questions in the world are riddled with meaningful numbers,0.017241379246115685,c4dd3ef8,6.0
1504,0,0.033898305147886276,835.0,cafe,,Questions in the world are riddled with meaningful numbers,questions in the world are riddled with meaningful numbers,0.017241379246115685,,35.0,35,,9.0,0.0,19,c4dd3ef88be647518f2c64ca88bfc62b,1d1900d9e2494fa899d00cf82c8a9203,questions in the world are riddled with meaningful numbers ,questions in the world are riddled with meaningful numbers,0.016949152573943138,1d1900d9,1.0
691,0,0.20338982343673706,969.0,cafe,,questions in the world are riddled with meaningful numbers ,questions in the world are riddled with beautiful memories,0.20338982343673706,,35.0,35,,10.0,0.0,21,1d1900d9e2494fa899d00cf82c8a9203,f9e0f9db780d4c8d92ad9598dcefdf22,questions in the world are riddled with beautiful memories,questions in the world are riddled with beautiful memories,0.0,f9e0f9db,3.0
497,0,0.08620689809322357,1063.0,cafe,,questions in the world are riddled with beautiful memories,questions in the rolld are wirled with beautiful names,0.17241379618644714,,35.0,35,,9.0,0.0,22,f9e0f9db780d4c8d92ad9598dcefdf22,e6760247169048e0b7cadc76964b404e,questions in the world are riddled with beautiful names,questions in the rolld are wirled with beautiful names,0.09090909361839294,e6760247,1.0
579,0,0.09090909361839294,2417.0,cafe,,questions in the world are riddled with beautiful names,questions in the world are riddled with ethefulr words,0.1818181872367859,,35.0,35,,9.0,0.0,23,e6760247169048e0b7cadc76964b404e,c2bbae951ae84dc48207b1935389d8de,Questions in the world are riddled with beautiful words,questions in the world are riddled with ethefulr words,0.12727272510528564,c2bbae95,1.0
992,0,0.4000000059604645,1020.0,cafe,,Questions in the world are riddled with beautiful words,questions of the world are hard unfold,0.4545454680919647,,35.0,35,,9.0,0.0,24,c2bbae951ae84dc48207b1935389d8de,a79de0dbbe7542d0ab5a7d1e95513ca9,Questions of the world are hard to unfold,questions of the world are hard unfold,0.09756097197532654,a79de0db,5.0
0,0,,,,,,,,,,36,,,,-1,,0,a contract is an agreement which is enforced by law,,,,
897,0,0.0784313753247261,712.0,cafe,,a contract is an agreement which is enforced by law,a contract is an agreement that is enforced by law,0.0784313753247261,,36.0,36,,10.0,0.0,0,0,3418530188874362906071bff7b82f88,a contract is an agreement that is enforced by law,a contract is an agreement that is enforced by law,0.0,34185301,1.0
1551,0,0.0,1233.0,cafe,,a contract is an agreement that is enforced by law,a contract isnt agreement that is forth by law,0.1599999964237213,,36.0,36,,10.0,0.0,1,3418530188874362906071bff7b82f88,8cf6535ea0ae4addb28f5f90a2b13a7d,a contract is an agreement that is enforced by law,a contract isnt agreement that is forth by law,0.1599999964237213,8cf6535e,0.0
1401,0,0.10000000149011612,779.0,cafe,,a contract is an agreement that is enforced by law,in a contract is agreement that is ordered by law,0.2199999988079071,,36.0,36,,10.0,0.0,3,8cf6535ea0ae4addb28f5f90a2b13a7d,23d740209a764a26a790843fa9a9c3bd,a contract is an agreement that is ordered by law,in a contract is agreement that is ordered by law,0.12244898080825806,23d74020,1.0
1157,0,0.020408162847161293,1218.0,cafe,,a contract is an agreement that is ordered by law,a contract is an agreement that is ordered by law,0.0,,36.0,36,,10.0,0.0,4,23d740209a764a26a790843fa9a9c3bd,cfd2091586984815987b9eae31ce432e,A contract is an agreement that is ordered by law,a contract is an agreement that is ordered by law,0.020408162847161293,cfd20915,0.0
279,0,0.30909091234207153,829.0,cafe,,A contract is an agreement that is ordered by law,a contract is an agreement that has aredidbeen bore,0.29411765933036804,,36.0,36,,10.0,0.0,5,cfd2091586984815987b9eae31ce432e,67497f6ffb7e47d795ea7b655ccdd0ca,a contract is an agreement that has already been bought,a contract is an agreement that has aredidbeen bore,0.145454540848732,67497f6f,4.0
1449,0,0.41818180680274963,826.0,cafe,,a contract is an agreement that has already been bought,the contract is an agreement that you both uphold,0.41818180680274963,,36.0,36,,10.0,0.0,7,67497f6ffb7e47d795ea7b655ccdd0ca,805b2dbf2fdc4b7da527a1990caa2cec,The contract is an agreement that you both uphold,the contract is an agreement that you both uphold,0.020408162847161293,805b2dbf,5.0
1222,0,0.22448979318141937,619.0,cafe,,The contract is an agreement that you both uphold,a contract is an agreement we both uphold,0.22448979318141937,,36.0,36,,9.0,0.0,8,805b2dbf2fdc4b7da527a1990caa2cec,e1f5fb8bc21048cb8a50771b80eda39a,A contract is an agreement we both uphold,a contract is an agreement we both uphold,0.024390242993831635,e1f5fb8b,3.0
540,0,0.20930232107639313,648.0,cafe,,A contract is an agreement we both uphold,a contract is an agreement that one of holds,0.27272728085517883,,36.0,36,,8.0,0.0,10,e1f5fb8bc21048cb8a50771b80eda39a,53edaed0aee2422e96af6c0d3d636962,a contract is an agreement that one upholds,a contract is an agreement that one of holds,0.06818182021379471,53edaed0,3.0
1505,0,0.0,1044.0,cafe,,a contract is an agreement that one upholds,a contract is an agreement that one of holds,0.06818182021379471,,36.0,36,,8.0,0.0,11,53edaed0aee2422e96af6c0d3d636962,1d1900d9e2494fa899d00cf82c8a9203,a contract is an agreement that one upholds,a contract is an agreement that one of holds,0.06818182021379471,1d1900d9,0.0
690,0,0.3636363744735718,578.0,cafe,,a contract is an agreement that one upholds,the contact is and agreement with one of four,0.35555556416511536,,36.0,36,,8.0,0.0,15,1d1900d9e2494fa899d00cf82c8a9203,f9e0f9db780d4c8d92ad9598dcefdf22,the contact is in agreement with one of four,the contact is and agreement with one of four,0.04444444552063942,f9e0f9db,6.0
1743,0,0.15909090638160706,3359.0,cafe,,the contact is in agreement with one of four,the contact is in great with one of four,0.11363636702299118,,36.0,36,,9.0,0.0,16,f9e0f9db780d4c8d92ad9598dcefdf22,235d5bd19f0340edb67a0a55d34a3936,the contact is in agreement with 1 of 4,the contact is in great with one of four,0.30000001192092896,235d5bd1,2.0
1644,0,0.4615384638309479,1202.0,cafe,,the contact is in agreement with 1 of 4,the contact is angry danger be were,0.4871794879436493,,36.0,36,,9.0,0.0,19,235d5bd19f0340edb67a0a55d34a3936,94b7b6b62b3d4e01a305f4505f8c4f9e,the contact is in great danger be aware,the contact is angry danger be were,0.1794871836900711,94b7b6b6,5.0
117,0,0.12820513546466827,474.0,cafe,,the contact is in great danger be aware,the contact is in great danger here,0.12820513546466827,,36.0,36,,8.0,0.0,20,94b7b6b62b3d4e01a305f4505f8c4f9e,7a6228b56e654884ad9f7f619443a89e,the contact is in great danger here,the contact is in great danger here,0.0,7a6228b5,2.0
1946,0,0.5714285969734192,890.0,cafe,,the contact is in great danger here,the contact was just going,0.5428571701049805,,36.0,36,,7.0,0.0,21,7a6228b56e654884ad9f7f619443a89e,6af9802ccc1441b5858ac8427da120de,The contact was just going,the contact was just going,0.03846153989434242,6af9802c,5.0
0,0,,,,,,,,,,37,,,,-1,,0,then she would walk slowly and smoothly to the park,,,,
1552,0,0.0,662.0,cafe,,then she would walk slowly and smoothly to the park,then she would wash somlittlelyandsmovly to the park,0.26923078298568726,,37.0,37,,10.0,0.0,0,0,8cf6535ea0ae4addb28f5f90a2b13a7d,then she would walk slowly and smoothly to the park,then she would wash somlittlelyandsmovly to the park,0.26923078298568726,8cf6535e,0.0
